registration_number,name,trading_name,trading_type,address,city,postcode,website,property_count,status,tribunal_total_cases,tribunal_negative_outcomes,tribunal_positive_outcomes,tribunal_neutral_outcomes,tribunal_pfeo_issued,tribunal_pfeo_proposed,tribunal_pfeo_resolved,tribunal_pfeo_unresolved,tribunal_pfeo_pending,tribunal_complied,tribunal_failure_to_comply,tribunal_dismissed,tribunal_rejected,tribunal_withdrawn,tribunal_other_outcomes,tribunal_upper_tribunal_appeals,tribunal_section_1_violations,tribunal_section_2_violations,tribunal_section_3_violations,tribunal_section_4_violations,tribunal_section_5_violations,tribunal_section_6_violations,tribunal_section_7_violations,tribunal_pf_duty_violations,tribunal_earliest_case,tribunal_latest_case,tribunal_case_refs
PF001044,SOLSTICE 360 LTD,SOLSTICE 360 LTD,Company,"12 Kirkland Road, Methil, Leven, KY8 3LZ",Methil,KY8 3LZ,,0,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000184,South Lanarkshire Council,South Lanarkshire Council,Local Authority,"Hamilton Business Unit, Pollock Avenue, Hamilton, ML3 9SZ",Hamilton,ML3 9SZ,https://www.southlanarkshire.gov.uk,8161,Registered,9,5,4,0,0,0,4,3,0,4,3,0,0,0,2,4,0,1,0,1,0,5,4,3,2015-05-22,2025-09-01,FTS/HPC/PF/25/1067 | FTS/HPC/PF/23/1269/1270 | FTS/HPC/PF/19/4014 | FTS/HPC/PF/19/0691 | FTS/HPC/PF/18/0027 & FTS/HPC/PF/18/0029 | FTS/HPC/PF/17/0428 | FTS/HPC/PF/17/0380 | HOHP/PF/16/0015 | HOHP/PF/14/0111
PF001051,Southside Housing Association Limited,Southside Housing Association,Registered Social Landlord,"135 Fifty Pitches Road, Cardonald, Glasgow, G51 4EB",Cardonald,G51 4EB,https://www.southside-ha.org,745,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000323,Southside Lettings,Southside Lettings,Company,"Southside House, 135 Fifty Pitches Road, Cardonald, Glasgow, G51 4EB",Southside House,G51 4EB,https://www.southside-ha.org,0,Registered,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,2024-09-18,2024-09-18,FTS/HPC/PF/23/0271 | FTS/HPC/PF/19/2852
PF000568,SouthSide Property Factors Ltd,Edinburgh Factoring,Company,"20 Nicolson Street, Edinburgh, EH8 9DH",Edinburgh,EH8 9DH,,0,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000160,Speirs Gumley Property Management Limited,Speirs Gumley Property Management Limited,Company,"Red Tree Magenta, 270 Glasgow Road, Rutherglen, Glasgow, G73 1UZ",Red Tree Magenta,G73 1UZ,https://www.speirsgumley.com,30243,Registered,47,31,15,1,2,2,7,8,3,7,7,3,5,0,21,4,14,19,7,6,9,18,14,18,2013-07-03,2025-08-15,FTS/HPC/PF/25/1001 | FTS/HPC/PF/24/2699 | FTS/HPC/LM/24/1625 | FTS/HPC/LM/24/2008 | FTS/HPC/PF/24/1678 | FTS/HPC/PF/23/4336 | FTS/HPC/PF/24/0802 | FTS/HPC/PF/21/0559-FTS/HPC/PF/22/2067 | FTS/HPC/PF/23/2040 | FTS/HPC/PF/23/2924 | FTS/HPC/PF/19/4090 | FTS/HPC/LM/23/2043 | FTS/HPC/PF/17/0059 | FTS/HPC/PF/21/1576 | FTS/HPC/PF/22/1207 | FTS/HPC/PF/22/1765 | FTS/HPC/PF/22/0862 | FTS/HPC/PF/22/1866 | FTS/HPC/LM/22/2686 | FTS/HPC/PF/21/0244 | FTS/HPC/PF/21/0244 | FTS/HPC/PF/20/0931 | FTS/HPC/PF/21/2566 | FTS/HPC/LM/21/1767 | FTS/HPC/PF/20/2149 | FTS/HPC/PF/20/0067 | FTS/HPC/PF/20/1889 | FTS/HPC/PF/20/1503 | FTS/HPC/PF/19/4092  + 19 | FTS/HPC/PF/19/4097 | FTS/HPC/PF/20/0202 | FTS/HPC/PF/19/0322 | FTS/HPC/PF/19/2144 | FTS/HPC/PF/19/0375 | FTS/HPC/PF/18/2565 | FTS/HPC/PF/18/0601 | FTS/HPC/PF/17/0366 | FTS/HPC/PF/17/0391 | FTS/HPC/PF/17/0391 | FTS/HPC/PF/17/0368 | FTS/HPC/PF/17/0406 | FTS/HPC/PF/17/0393 | HOHP/PF/16/0124 | hohp.pf.16.0088 | HOHP/PF/16/0008 | HOHP/PF/14/0091 | HOHP/PF/15/0018 | HOHP/PF/14/0201 | HOHP/LM/13/0121 | HOHP/PF/13/0194 | HOHP/PF/13/0046 | FTS/HPC/PF/22/0575
PF000180,Speirs Wharf Management Services Limited,Speirs Wharf Management Services Limited,Company,"32 speirs Wharf, Glasgow, Glasgow, G4 9TG",Glasgow,G4 9TG,,0,Registration expired on 08/12/2015,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000273,Spire View Housing Association Limited,Spire View Housing Association,Registered Social Landlord,"43 Tharsis Street, Glasgow, G21 2JF",Glasgow,G21 2JF,https://spireview.org.uk/,93,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000643,St Andrews Property Lets Limited,St Andrews Property Lets Limited,Company,"2 Berry Place, St Andrews, KY16 8RG",St Andrews,KY16 8RG,,0,Registration expired on 11/07/2025,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000560,St Bride's Church ( Dumfries ) Limited,St Bride's Church ( Dumfries ) Limited,Company,"OSCR No: SC040685, 29 Irish Street, Dumfries, DG1 2PJ",Dumfries,DG1 2PJ,,0,Registration expired on 03/10/2017,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF001110,Staffin Community Trust Ltd,Staffin Community Trust Ltd,Company,"Church Of Scotland Annexe, Staffin, Isle of Skye, IV51 9JX",Church Of Scotland Annexe,IV51 9JX,https://www.skyeecomuseum.co.uk/why-staffin,2,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF001003,Stand Property Limited,Stand Property,Company,"50 Argyle Street, St Andrews, KY16 9BU",St Andrews,KY16 9BU,,0,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000445,Stephen Robertson,Robertson & Associates,Sole Trader,"64A Dee Street, Aberdeen, AB11 6DS",Aberdeen,AB11 6DS,,0,Registration expired on 28/07/2022,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000465,Steven Balmer,Lets Move Property Management,Sole Trader,"12 Ferry Brae, Dunoon, PA23 7DJ",Dunoon,PA23 7DJ,,0,Registration expired on 27/09/2022,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2021-01-15,2021-01-15,FTS/HPC/PF/20/2275
PF000784,Steven McDougall,Eglinton Ashley Land and Property Management,Sole Trader,"4 Inverleven Place, Lawthorn, Irvine, KA11 2DW",Lawthorn,KA11 2DW,,0,Registration expired on 08/09/2021,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000299,Stirling Council,Stirling Council,Local Authority,"Stirling Council (Housing Services), Allan Water House, Kerse Road, Stirling, FK7 7SG",Stirling,FK7 7SG,,0,Registration expired on 08/11/2022,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000493,Taylor Martin Property Management Ltd,Taylor Martin Property Management Ltd,Company,"4 Berkeley Street, Glasgow, G3 7DW",Glasgow,G3 7DW,https://www.taylorandmartin.co.uk,15561,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000858,Tayside Property Maintenance & Factoring Ltd,Smart Factoring Ltd,Company,"33, Albert Square, Dundee, DD1 1DJ",Albert Square,DD1 1DJ,,0,Registration expired on 14/03/2023,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000127,Tenants First Housing Co-operative Ltd,Tenants First Housing Co-operative Ltd,Registered Social Landlord,"2 Donside Village Square, Donside, Aberdeen, AB24 2PL",Donside,AB24 2PL,,0,Registration expired on 24/05/2017,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF001031,THA Park Ecovillage Findhorn Limited,THA Park Ecovillage Findhorn Limited,Company,"567 west Whins, Findhorn, Forres, IV36 3SH",Findhorn,IV36 3SH,https://www.tha-ltd.org,247,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000350,The City of Edinburgh Council,The City of Edinburgh Council,Local Authority,"4 East Market Street, Edinburgh, EH8 8BH",Edinburgh,EH8 8BH,https://www.edinburgh.gov.uk,3034,Registered,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,2018-04-26,2019-02-20,FTS/HPC/PF/18/2683 | FTS/HPC/PF/18/0043
PF000674,The Edinburgh Letting Centre Limited,The Edinburgh Letting Centre Limited,Company,"162 Bruntsfield Place, Bruntsfield, Edinburgh, EH10 4ER",Bruntsfield,EH10 4ER,,0,Registration expired on 10/11/2022,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000590,The Element Factors Ltd,The Element Factors Ltd,Company,"2 Western Harbour Midway, Edinburgh, EH6 6PN",Edinburgh,EH6 6PN,https://www.theelementfactors.co.uk,466,Registered,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018-03-16,2018-03-16,FTS/HPC/PF/17/0407
PF000793,The Estates Office Limited,The Estates Office,Company,"The Old Bank, Argyll Square, Oban, PA34 4AZ",The Old Bank,PA34 4AZ,https://www.theestatesofficeargyll.com,85,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000973,The Factoring Company (Edinburgh) Ltd,The Factoring Company (Edinburgh) Ltd,Company,"5 South Charlotte Street, Edinburgh, EH2 4AN",Edinburgh,EH2 4AN,,0,Registration expired on 09/08/2025,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000609,The Freda Factor,The Freda Factor,Sole Trader,"3 Carlibar Gardens, Barrhead, G78 1LZ",Barrhead,G78 1LZ,,0,Registration expired on 04/09/2018,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000215,The Highland Council,The Highland Council,Local Authority,"Highland Council Headquarters, 109 Glenurquhart Road, Inverness, IV3 5NX",Highland Council Headquarters,IV3 5NX,https://www.highland.gov.uk,3970,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000250,The Key Place (UK) Ltd,The Key Place (UK) Ltd,Company,"6 Bank Street, Penicuik, EH26 9BG",Penicuik,EH26 9BG,,0,Registration expired on 15/02/2022,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF001073,THE PROPERTY FACTORING COMPANY LTD,THE PROPERTY FACTORING COMPANY LTD,Company,"70 Victoria Road, Aberdeen, Ab11 9ds",Aberdeen,AB11 9DS,,22,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000984,THE TENEMENT COMPANY (SCOTLAND) LTD,THE TENEMENT COMPANY,Company,"272 Bath Street, Glasgow, G2 4JR",Glasgow,G2 4JR,https://www.the-tenement-company.com,21,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF001104,The Three Cherubs Limited,The Three Cherubs Limited,Company,"48, Ardrossan Road, West Kilbride, KA23 9LT",Ardrossan Road,KA23 9LT,,0,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF001060,The Water Row Company Ltd,The Water Row Company Ltd,Company,"246 Edmiston Drive, Glasgow, G51 2YU",Glasgow,G51 2YU,,1209,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000268,Thenue Housing Association Limited,Thenue Housing Association Limited,Registered Social Landlord,"423 London Road, Glasgow, G40 1AG",Glasgow,G40 1AG,,2243,Registered,6,4,1,1,0,2,1,0,2,1,0,0,0,0,3,0,0,3,3,0,3,0,0,2,2013-11-15,2023-09-18,FTS/HPC/PF/23/1441 | FTS/HPC/PF/23/1441 | FTS/HPC/PF/23/1441 | FTS/HPC/LM/22/1988 -1991 | FTS/HPC/PF/21/1928 | HOHP/PF/13/0077
PF000379,Thistle Housing Association,Thistle Housing Association,Registered Social Landlord,"26 Glenmore Avenue, Toryglen, Glasgow, G42 0EH",Toryglen,G42 0EH,,0,Registration expired on 22/07/2022,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000243,Thomson & Company Property Management Services Ltd,Thomson & Company Property Management Services Ltd,Company,"20 Bath Street, Largs, KA30 8BL",Largs,KA30 8BL,,776,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000451,THOMSON HOMES LTD,THOMSON HOMES LTD,Company,"84 HIGH STREET, COWDENBEATH, KY4 9NF",COWDENBEATH,KY4 9NF,,0,Registration expired on 25/04/2016,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000762,Thomsons UK Limited,Thomsons UK Limited,Company,"Thomsons UK Limited, 24 Church street, Inverness, IV1 1QA",Thomsons UK Limited,IV1 1QA,,7,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000248,Thorntons LLP,Thorntons LLP,Other Legal Status,"Kinburn Castle, Double Dykes Road, St Andrews, KY16 9DR",Kinburn Castle,KY16 9DR,,0,Registration expired on 04/06/2019,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000262,TLC Property Management Ltd,TLC Property Management Ltd,Company,"48 Dundonald Road, Troon, KA10 6PG",Troon,KA10 6PG,,0,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000261,Tollcross Housing Association Limited,Tollcross Housing Association Limited,Registered Social Landlord,"868 Tollcross Road, Glasgow, G32 8PF",Glasgow,G32 8PF,https://www.tollcross-ha.org.uk,1995,Registered,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014-11-20,2014-11-20,HOHP/PF/14/0002
PF001084,Tomintoul and Glenlivet Development Trust,Tomintoul and Glenlivet Development Trust,Company,"43 The Square, Tomintoul, Tomintoul, AB37 9ET",Tomintoul,AB37 9ET,https://www.tgdt.org.uk,12,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000543,Toner and McCartney LLP,Toner and McCartney LLP,Other Legal Status,"1 Parkhouse Street, AYR, KA7 2HH",Ayr,KA7 2HH,https://www.tonerandmccartney.co.uk,417,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000751,Tornagrain Services Limited,Tornagrain Services Limited,Company,"Estates Office, Darnaway, Forres, IV36 2ST",Estates Office,IV36 2ST,,375,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000755,Total Property Solutions (Scotland) Limited,Total Property Solutions (Scotland) Limited,Company,"37/9 Malbet Park, Edinburgh, EH16 6SY",Edinburgh,EH16 6SY,,0,Registration expired on 11/01/2021,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF001032,Touchstone Corporate Property Services Limited,Touchstone,Company,"2 Clarks Way, Crescent Office Park, Bath, BA2 2AF",Crescent Office Park,BA2 2AF,https://www.touchstoneresi.co.uk,1412,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000857,Town Property Management Ltd,Town Property Management Ltd,Company,"Shott House, High Blantyre, G72 9UD",Shott House,G72 9UD,,26,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000285,Trafalgar Housing Association Limited,Trafalgar Housing Association Limited,Registered Social Landlord,"430A Dumbarton Road, Clydebank, G81 4DX",Clydebank,G81 4DX,https://www.trafalgarha.co.uk,308,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000170,Trinity Factoring Services Ltd,Trinity Factoring Services Ltd,Company,"209 - 211 Bruntsfield Place, Edinburgh, EH10 4DH",Edinburgh,EH10 4DH,https://www.trinityfactors.co.uk,12527,Registered,20,11,9,0,0,3,5,2,3,5,2,1,3,0,6,0,7,7,9,4,1,7,6,10,2014-08-15,2025-08-26,FTS/HPC/PF/24/5520 | FTS/HPC/LM/24/0388 | FTS/HPC/LM/24/4160 | FTS/HPC/PF/22/3435 | FTS/HPC/LM/22/3876-FTS/HPC/PF/23/0003 | FTS/HPC/PF/23/0299+0302 | FTS/HPC/LM/23/1775 | FTS/HPC/LM/23/0277 | FTS/HPC/PF/23/3764 | FTS/HPC/PF/22/2024 | FTS/HPC/PF/22/0955 | FTS/HPC/PF/21/2531 | FTS/HPC/PF/21/1275 | FTS/HPC/PF/21/0147 | FTS/HPC/PF/21/0431 | FTS/HPC/PF/20/1445 | FTS/HPC/PF/20/1846 | FTS/HPC/PF/20/1846 | HOHP/PF/16/0128 | HOHP/PF/16/0026 | HOHP/LM/15/0159 | HOHP/PF/14/0016
PF000913,Triple Crown (Grove Street) Limited,Fountain Court Apartments,Company,"115 Lauriston Place, Edinburgh, EH3 9JG",Edinburgh,EH3 9JG,,0,Registration expired on 03/04/2024,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000638,Troon Property Factoring Services Ltd,Troon Property Factoring Services Ltd,Company,"2 Alton Dairy, Southwood Road, Monkton, South Ayrshire, KA9 1UW",Southwood Road,KA9 1UW,,22,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000333,Trust Housing Association Ltd,Trust Housing Association Ltd,Registered Social Landlord,"12 New Mart Road, Edinburgh, EH14 1RL",Edinburgh,EH14 1RL,https://www.trustha.org.uk,843,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF001059,Tyninghame Gardens Ltd,Tyninghame Gardens Ltd,Company,"The Lighthouse, Heugh Road, North Berwick, EH39 5PX",The Lighthouse,EH39 5PX,,0,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000586,UGIE Construction and Property Services,UGIE Construction and Property Services,Sole Trader,"44 Prince Street, Peterhead, AB42 1QE",Peterhead,AB42 1QE,,0,Registration expired on 05/03/2018,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF001061,Urban Property (Scotland) Ltd,Urban Property,Company,"7 York Lane, Grangemouth, FK3 8BD",Grangemouth,FK3 8BD,https://www.up-uk.com,0,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000841,Urban Real Estate (Group) Ltd,URE Property Management,Company,"Trading As URE Property Management, URE Group, 43 Morrison Street, Glasgow, G5 8LB",URE Group,G5 8LB,,0,Registration expired on 19/10/2022,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000668,Utopia Factoring,Utopia Factoring,Sole Trader,"1 Rhindmuir Grove, Glasgow, G69 6NE",Glasgow,G69 6NE,,0,Registration expired on 09/08/2019,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000758,Vanilla Homes Property Management Limited,Vanilla Homes Property Management Limited,Company,"West Wing Room 4, Prestongrange House, Royal Musselburgh Golf Club, Prestonpans, EH32 9RP",Prestongrange House,EH32 9RP,,0,Registration expired on 01/03/2021,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000364,Viewpoint Housing Association Limited,Viewpoint Housing Association Limited,Registered Social Landlord,"4 South Oswald Road, Edinburgh, EH9 2HJ",Edinburgh,EH9 2HJ,https://www.viewpoint.org.uk/,98,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000726,Viewpoint Management Ltd,Viewpoint Management Ltd,Company,"Berwick Workspace, Boarding School Yard, 90 Marygate, Berwick upon Tweed, TD15 1BN",Berwick Workspace,TD15 1BN,,0,Registration expired on 15/06/2020,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2019-06-03,2019-06-03,FTS/HPC/LM/18/3216
PF000267,Vista Properties and Development Ltd,Vista Properties and Development Ltd,Company,"121 East High Street, East High Street, Forfar, DD8 2EQ",East High Street,DD8 2EQ,,0,Registration expired on 14/03/2016,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000659,Vista Properties and Development Ltd,Vista Properties,Company,"109 East High Street, Forfar, DD8 2EQ",Forfar,DD8 2EQ,https://www.vistaproperties.co.uk,31,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000164,Walker Sandford Property Management Limited,Walker Sandford Property Management Limited,Company,"St George's Buildings, 5 St Vincent Place, Glasgow, G1 2DH",St George's Buildings,G1 2DH,https://www.walkersandford.co.uk,2106,Registered,12,8,4,0,2,2,4,0,4,4,0,0,0,0,4,0,1,3,2,3,0,1,2,3,2013-05-16,2024-10-03,FTS/HPC/PF/23/1193 | FTS/HPC/PF/23/1875 | FTS/HPC/PF/21/2988 | FTS/HPC/PF/21/2686 | HOHP/PF/14/0101 | HOHP/PF/14/0094 | HOHP/PF/14/0013 | HOHP/PF/13/0235 | HOHP/PF/13/0300 | HOHP/PF/13/0080 | HOHP/PF/13/0006/0007/0008 | FTS/HPC/PF/19/3402
PF000404,Wanrobe Investments Limited,Wanrobe Investments Limited,Company,"76 East Dock Street, Dundee, DD1 3LH",Dundee,DD1 3LH,,20,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000104,Watt & Co Property Management,Watt & Co Property Management,Company,"4 West Craibstone Street, Bon Accord Square, Aberdeen, AB11 6YL",Bon Accord Square,AB11 6YL,,0,Registration expired on 08/12/2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015-04-22,2015-04-22,HOHP/PF/14/0059
PF000271,Waverley Housing,Waverley Housing,Registered Social Landlord,"51 North Bridge Street, HAWICK, TD9 9PX",HAWICK,TD9 9PX,https://www.waverley-housing.co.uk,1075,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF001002,Waverley Property Maintenance Limited,Waverley Property Maintenance,Company,"Onega House, 112 Main Road, Sidcup, Kent, DA14 6NE",Onega House,DA14 6NE,,20,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000457,Waverley Property Maintenance Ltd,Waverley Property Maintenance Ltd,Company,"Onega house, 112 Main road, Sidcup, Kent, DA14 6NE",Onega house,DA14 6NE,,0,Registration expired on 18/01/2023,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000774,WE ARE PROPERTY FACTORS LIMITED,WE ARE PROPERTY FACTORS LIMITED,Company,"4 Ness Drive, Arbroath, DD11 5FD",Arbroath,DD11 5FD,,0,Registration expired on 28/07/2021,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000109,Wellhouse Housing Association Ltd,Wellhouse Housing Association Ltd,Registered Social Landlord,"Wellhouse Housing Association, 49 Wellhouse Crescent, Glasgow, G33 4LA",Wellhouse Housing Association,G33 4LA,https://wellhouseha.org.uk,54,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000247,Weslo Housing Management,Weslo Housing Management,Registered Social Landlord,"66 North Bridge Street, Bathgate, EH48 4PP",Bathgate,EH48 4PP,,0,Registration expired on 25/04/2022,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,2018-08-16,2018-08-16,FTS/HPC/LM/18/1073 | FTS/HPC/PF/19/1822
PF000671,Weslo Initiatives Limited,Weslo Property Management,Company,"Link House, 2C New Mart Road, Edinburgh, EH14 1RL",Link House,EH14 1RL,,0,Registration expired on 08/07/2022,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000334,West Dunbartonshire Council,West Dunbartonshire Council,Local Authority,"57 Cochno Street, Clydebank, G81 1RQ",Clydebank,G81 1RQ,https://www.west-dunbarton.gov.uk,12505,Registered,11,7,4,0,1,2,4,1,3,4,1,0,0,0,3,1,1,7,1,1,1,2,3,0,2014-02-07,2019-10-21,HOHP/LM/16/0162 | FTS/HPC/PF/19/1571 & FTS/HPC/PF/19/1233 | FTS/HPC/PF/19/1571 and 1233 | FTS/HPC/PF/19/1857 | FTS/HPC/PF/17/0353 | HOHP/LM/16/0162 | HOHP/LM/16/0162 | HOHP/PF/14/0102/0105 | HOHP/PF/15/0032 | HOHP/PF/13/0291 | HOHP/PF/13/0266
PF000933,West End Concept Ltd,West End Concept Ltd,Company,"20B Telford Street, Inverness, IV3 5JZ",Inverness,IV3 5JZ,,0,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000101,West Highland Housing Association Ltd,West Highland Housing Association Ltd,Registered Social Landlord,"Crannog Lane, Oban, PA34 4HB",Crannog Lane,PA34 4HB,https://www.westhighlandha.co.uk/,214,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF001153,West Homes Property Management Ltd,West Homes Property Management Ltd,Company,"2 Main Street, Killearn, G63 9NH",Killearn,G63 9NH,,0,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000711,West Lothian Council,West Lothian Council,Local Authority,"West Lothian Civic Centre, Howden South Road, Livingston, EH54 6FF",West Lothian Civic Centre,EH54 6FF,https://www.westlothian.gov.uk,818,Registered,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000278,West of Scotland Housing Association Ltd,West of Scotland Housing Association Ltd,Registered Social Landlord,"Camlachie House, 40 Barrowfield Drive, Glasgow, G40 3QH",Camlachie House,G40 3QH,,0,Registration expired on 10/07/2025,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
PF000747,West of Scotland Property Management Limited,West of Scotland Property Management Limited,Company,"24 Hazelwood Drive, Blantyre, Glasgow, G72 9PY",Blantyre,G72 9PY,,0,Registration expired on 27/10/2020,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
